Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
Homebrew,4.495114248340389,3.284952428226441,4.5625718233187555,4.40212515199649,2.2362040614042082,4.572618489391125,4.389192613508607,4.665319916974097,4.864483330256228,5.256348032767212,5.778376126484209,4.978235785147664,4.792017370617975,5.400820907204386,5.039541180498269,4.595446615723702,4.198973641725845,3.7319288669670487,4.16264079410454,4.202585844804966,3.8602744011449213,3.521618710217749,4.230357906854776,3.6190198661111483,3.9654477059706386,3.3389691436576645,2.476228384949487
tachiyomiorg,1.9308698731057476,1.4673818831073537,1.984581081518884,1.614215524448168,1.5120410067686416,1.841830993548884,2.1815102317538706,2.537443171569916,2.693303494036596,2.0200526781102583,1.1877282970906227,1.8567547519375152,2.1379857838295306,1.9876318998265594,2.061350634276061,2.1715981799403057,1.755082697265747,2.0954187322535622,2.3792853284680864,2.2979195848929344,2.2683593284278407,1.6341190987849117,1.596760382954574,2.0183506862466727,1.7386855059220832,1.4958811721943182,1.2519955780684255
zulip,3.354214416577543,2.347583946764167,3.834666533651127,3.3837369206768004,2.1083244162056265,2.9209763705159384,3.4942340654626314,3.189584279555647,3.849344921017847,4.424983375908871,4.886776160277707,5.06383557013779,4.781117951306049,3.935029047556991,5.1142707069848985,4.429677652154396,2.7466616216110715,2.9651105108983282,3.004458429732399,3.7853359753234175,3.664074182925227,3.6925781903967487,4.374604915762132,3.612544419985046,4.074953854864251,3.351229805363831,3.0569592659326683
trinodb,5.118685664748568,2.4314237984948788,3.533876128783857,3.4895917086645163,1.7218847676143592,3.4506725403001144,3.501515005793012,3.7092699609758304,3.739829031053935,3.6078957726819763,3.4158128813693214,3.5411531285053863,3.890085070045225,3.6648420263796897,3.4638781970733197,3.619208310650848,3.1419825306073155,3.0172431713677974,3.7532638924227153,3.962963466966491,3.1715251788712906,3.1169144005690406,4.436425260826761,3.3373679837728574,3.1250050777610334,2.527589377895854,2.091311409241673
ray-project,5.2166897466197035,3.4160786011932944,5.023645720458987,4.654897417715239,2.3268373831316693,5.117079328617997,5.193167206195524,5.40245685642198,5.736796843970855,5.498333202618836,5.316490496110214,5.0504438231245,5.1604815727677025,5.597631078832776,5.095721843787876,5.720476932875215,5.0986938962290225,4.936677649115131,4.983736715151833,5.3719689640236705,4.852091522358412,4.134942939404093,4.868818957648324,4.861194496778021,5.419218298663669,4.013973681202396,3.2744814459135245
open-telemetry,1.2337389447029123,1.2714852257151512,1.7043687451188498,1.3950383411288998,1.1266536543553871,1.0951764387997749,1.4058349032073205,1.8056987144725927,1.7941384573594996,1.8775683777588947,2.090192776614165,1.95669727929328,2.83408738465,2.2094691041496053,2.3344605557617846,2.22956878889794,2.2075511492028825,2.366752414880624,2.864422809100771,2.63100355910213,2.3536883275155422,2.10496795379183,2.616037187502521,2.345342818827194,2.238216809873968,1.9300094987950691,1.723745908903981
CleverRaven,2.6102849416709093,1.8990811122134983,2.3009773762135772,1.855295074951162,1.4053757095340422,2.401737495191785,3.8292669134155197,4.450574297458793,3.2262371477866294,3.416890009848927,2.101369226813604,4.7435837597452295,5.582575732266791,3.4027282428276293,3.208743658339259,3.2898230580391656,3.0282061151685227,3.542560009243443,4.236936279177861,3.434563701132329,3.079150149435409,2.4949633433417224,2.915205585750633,3.2459105386902967,2.576866280133733,2.0228161090820915,2.252604100029564
quarkusio,3.5585966885262152,2.513502999926073,3.6348869111656685,3.1927822240166317,1.8510685688068087,2.876521991119346,4.205245449641328,3.7092699609758304,3.627155958610161,3.4816012658538953,3.3271084707695096,3.204709366435623,4.0839790233126685,3.2307283702904184,3.07074689961087,3.718745481585228,3.335023879669541,3.780915204282941,3.413319803908505,3.419242316952243,2.7118920411821854,2.758567728259611,3.1930946840082615,2.5632187395045856,2.7538549040537004,2.113470140163363,1.7079834351912782
SerenityOS,5.676235133511894,4.122017738076723,5.970791644466868,7.027571395551182,4.400632549930891,8.596695888868174,5.791416686297349,8.224592705528254,5.9063133432540065,6.327938714230801,6.063921741072824,4.991876794159113,5.339559670617955,8.00752058379926,6.048067047047884,6.214055794216251,4.600431076318449,5.048254692647185,4.961566904315684,4.66419919129099,6.602010766826971,6.819237413886975,5.101372313183833,4.608343006227674,3.841883836248101,3.2520504595061133,2.4891828630329047
conda-forge,2.2057124783509017,1.7489058844827843,2.8184646656875607,2.2216674383086055,1.4785344023827829,2.1318013727645457,2.4854698263461685,2.4517706932892938,2.605220568504631,2.6138654516419466,2.941684342876564,2.1679694364811,2.6313408459499605,2.5026535133023766,2.745440462697279,2.7159032757078108,2.3635712101952224,2.233439557140586,2.6192689532344255,2.8233962320049137,2.625371408085237,2.2527916761171936,2.5623706647394306,1.8388911834698285,2.3276800572682927,1.7865323073994195,1.4509544743617682
argoproj,4.413681087543815,2.7037339342034654,3.781671065231212,4.327430628667965,1.865162275196306,4.117405811018942,4.22947269871924,4.27800822694728,4.187108028344553,4.52453697970558,4.892244929616668,4.33075108757172,4.878135549530139,5.52769847102721,4.826347948369858,4.729254910386629,4.332564034667188,4.625830350231224,5.529616767668411,5.282459969485908,5.256092624925295,4.892952134441758,4.947884112952757,4.511716588224289,4.423991921823456,3.7834416798788215,2.862043607586137
azerothcore,1.5410407654678804,1.4990976271006737,2.15003184779795,2.0027744590345202,1.2602957437056581,1.79297901332024,2.2119805922437297,2.494841656246645,2.391629374321047,2.2022953490915795,2.0224545221690002,2.1773066281899376,2.159390067944911,2.0805063319963013,1.7894359183664892,2.3984938116336934,1.6308532837722574,2.765149057204873,2.5167336272010132,2.21524234719767,2.021067786351839,1.736616399149625,2.5533541663071233,2.5462286847239985,2.7538549040537004,2.3418921335596066,1.8741878401897551
dotnet,5.31955490264674,4.140810079480463,5.1609988304696195,5.170133306819344,5.432057980307871,5.249230816829098,6.091380599757764,6.680352346111182,5.692120394863507,5.902854333331147,5.851741894660122,5.238141652474896,5.815553472060267,6.078617480292142,5.5057311932236574,5.790515457060364,5.565478508583614,4.61109615350197,5.392666865077268,5.553964093296746,5.184023278626072,5.029970402723551,5.298565992836461,4.682974761672526,5.0645479373518745,3.657212157514297,3.0317129218459633
ansible,6.146524078498801,4.054154902479892,5.47427433183805,6.16543453979742,2.6925468600666385,6.303456489226645,6.106351509871747,6.632347534497854,5.957026961507892,6.046972707316221,5.990342836436763,5.33495672705609,7.95251195265883,6.16256626662128,6.177066604830588,5.588719675507133,5.185683298333776,5.165284568490491,6.075966987827852,5.861614075204043,6.360654921311427,5.95017797406404,5.8132195239317355,5.054114830845457,4.88900672693369,4.251159226617219,3.6571273819490697
openhab,2.7736128951118113,1.6132353295012634,1.8469854392662013,1.9947255251676157,1.2107138906426775,1.1995507557115894,1.5761557430498714,1.4864478510126222,1.4771042552315576,1.3473783361148048,1.1022033622106424,1.8970389367904814,1.995925703275425,1.9876318998265594,1.426517132774697,1.103699090388453,1.0678689457411314,1.0123756842294989,1.2232231786510415,1.2884175914416611,1.026429742351393,1.087838535602406,1.0,1.31566790387538,1.7011120758278606,1.1173661255489518,1.056383271867433
renovatebot,3.0162967108859586,2.191985673146048,3.0310319166910284,2.493307031221309,1.5043341682472113,4.954115889908694,2.939198433155646,3.5326684506228108,2.9462339999652647,3.367643647199101,3.7590831642858515,3.1686920612732004,5.209695783426283,4.248445784887938,4.076579106033648,3.770813379069229,3.5428641872784237,3.780915204282941,4.928074614622447,4.183694989254965,3.904671339529316,4.1893336383358415,4.218584854769793,3.796109273005695,4.553504149251943,3.2268573526880937,2.5469524900105305
PowerShell,4.9109591241623045,4.404860801722985,6.592181285581374,4.7236414739094235,2.441805975459529,6.398416398847737,8.40158975820328,9.671018010209258,5.29519668002311,7.117763337484068,7.587219200103339,5.17368434425106,6.753182326758437,5.428755476224743,6.939961157797813,6.217514606991406,5.5972834635486475,4.616013726392772,5.087359434963997,6.188600973281394,4.591171746721553,5.887082974674907,5.959426247263263,4.770691610179854,4.955248826520409,3.479671629944528,3.1481585915784045
vitejs,9.825357705998693,9.161230080949688,10.0,8.660918533769593,4.546193820725727,8.586335234941789,8.79063800236149,8.448004959053542,8.651807439768099,8.611644499261002,8.549832382574518,8.13847608553406,9.057990938171613,9.506886455058766,8.772083981333306,8.442377230739917,7.796841402664322,7.565133938355271,10.0,9.167595934087569,8.043182217582654,7.308456374790309,7.696094872601298,7.603026963529645,7.332416713585178,6.586760400725311,5.105385323964766
opencv,10.0,7.1977826498011,9.2365021700686,9.4746728900403,5.488137139365298,9.77825610549357,10.0,9.941483809995843,10.0,9.894135491807672,9.69234254024319,9.317279651818495,8.993512250663063,9.222216003454808,9.019929287408322,8.970523250438822,8.07724781829333,7.852429361203756,8.521103355742774,8.273839643016132,7.868717622571941,7.148252609555902,8.244270232784856,8.21550444010965,7.684764424496838,6.848826766987803,6.080545712107873
void-linux,2.0162149741518394,1.623448095664009,1.9249780940155077,1.770891956021758,1.2848527899522892,1.753452998924556,2.2522417242226336,2.662530657218946,2.209743586740876,2.1122360612484172,1.7998609354728403,2.2967029599294584,2.9140903487580907,2.259885930763053,2.020729191252336,1.8995336186048362,1.783198859290834,1.58595900419528,2.3141798385869334,2.044448899946641,1.7351566984085658,1.7549669039220357,2.4342067127079385,2.1146013856987063,2.0786959941424406,1.4430508533152167,1.282932980772237
sourcegraph,2.285321143402038,1.5096126096890994,1.8557285404721118,1.5605626438325921,1.2217865618921837,1.673181260355916,2.476024835031481,2.3419699243307894,2.0419112235082126,2.168765815728504,2.254573890566267,2.314752172625381,2.476989655953102,2.6071656572435282,2.170930622351375,2.3984938116336934,2.045043434395649,3.0172431713677974,2.6192689532344255,1.8544119497367837,1.80052431611351,3.7916760421427638,1.7770182766226814,1.3273142799921405,1.9123867412931652,1.5024350354968048,1.644290088641779
cypress-io,7.184184421014149,4.459547446110347,6.35092190470251,7.515976547790611,3.797498561978204,5.228874395009192,5.680535261257651,5.701196651090834,7.096260156653001,6.289016227256499,5.795762960064083,5.326632575061304,7.594792310786545,5.905109170525624,7.101852117752127,5.276048710071454,4.943723046155754,5.765771720633393,5.357666279947441,5.946966078949982,5.930769432229567,4.81842052654948,5.378246788511942,4.332609494162456,4.115876552985204,3.0853156269694195,2.3207073678436556
kubevirt,1.8170601433659481,1.386948011236465,1.3630794342524268,1.4970223537781018,1.132314264087875,1.4969252309133934,1.5880421698600184,1.5822864609473035,1.6451669205437727,1.3473783361148048,1.1594274067284775,1.3494222351479066,1.9511554358400538,1.7949883202315648,2.0410926833520304,1.584548347157626,1.7172770795504961,1.4777791192628673,2.054051530521207,1.7616817935849078,1.5667887340014068,1.6810422353934789,1.7770182766226814,1.2331568917814575,1.3765246214282387,1.5024350354968048,1.2785283158054956
tensorflow,8.635487586936854,6.497980417580075,8.742708840866182,8.706036572399553,4.586138295647067,8.601865935383259,9.0188163729072,9.345331177783581,8.9283695475743,8.92081075414669,8.63675505800084,8.431599391273227,9.701737955457311,8.940190119135966,8.61281911535055,8.019141050166187,7.766651717120416,7.647456450232119,8.309801095292851,8.30914793458984,7.674097982374281,7.434622987481341,7.8340895570538125,7.137429985335145,7.440408848202482,6.618727529366228,5.610952756266951
rust-lang,6.906792710476542,5.766973337786491,6.709970331357983,6.7702868451541605,4.187804363358614,6.38325547261451,8.004127580352048,8.197302747821475,7.721175629493829,8.124791956037743,8.211921846824705,8.054376635593126,8.335562125081843,8.514269173979406,8.318485306242883,7.877037511319013,7.44461519081375,7.6587542237896,9.391405019830575,9.297681101952785,8.526148103580294,7.92484913780908,8.107185705186478,7.579609337208648,7.731450915890122,6.525655293820095,5.333679522768863
DataDog,1.295132620566768,1.2096154578943996,1.4025057736215876,1.0516190231944664,1.0349509065379678,1.0,1.0,1.4306090394010598,1.3427218331742055,1.2492089458078948,1.271421866679352,1.372406850896999,1.9285765200139773,1.202119817325308,1.657258565903184,1.4346652974778114,1.7267628204968557,1.2520002685160598,1.6606711795525533,1.5570076634835532,1.7020583168109877,1.3502625942733268,1.4198681909863438,1.0,1.293603767261574,1.307763928123838,1.202879442355877
home-assistant,8.858727360690825,5.467847321447061,7.567221553717831,7.985035653836769,4.617570649433006,8.163080727273073,8.292092661955756,9.018372462610369,7.896329662376518,9.0695639952811,9.76841887161572,8.947612922730848,9.755604053789144,9.903749300547966,9.011404006410764,9.109889489756785,7.940524999255287,7.871706696672121,8.536722606570294,8.273839643016132,7.983667797824636,7.9380444975127125,9.085608540804913,8.626301476189346,8.687832923137886,7.241941003792858,5.589070935219469
matplotlib,3.795891796074364,2.509439718816955,3.323669038235532,3.5387501358878906,1.7606085551803448,3.2931384439950278,3.7889249807133973,4.068939660481007,3.588864748885063,3.6465403289719287,3.700219298325748,3.1614486013531393,3.8556608794013996,3.802269670572063,3.7561157692143485,3.208552381927495,2.8617242329016555,3.046724017630211,3.405051413697569,3.51777432317062,3.2319175443150594,3.318370919714974,3.466849036127711,3.1813164587666307,3.272977510810637,2.547688181236624,2.2215661763045595
godotengine,6.823782650271533,4.7105029493258055,7.150799897079496,6.143196405983785,3.2090155388687123,7.054371698424741,7.715585176052081,8.578879487016916,8.16789194010872,8.20707104864767,8.02276313017919,7.70543131278944,8.742271805843096,7.708573843779349,8.27957029773088,7.817799060155784,6.545763129455409,7.473950042530221,8.948490535320488,9.132162721009188,8.45592315210284,7.719389379755198,7.674238429794851,7.416536542047447,7.566601121523699,6.173335543255257,6.177378625392848
