Company,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
ansible,6.359550906483584,6.338048393081489,6.305300091545712,6.251481057502458,6.212210189563808,6.178992199932639,6.150218817722243,6.123338130914828,6.083518151740815,6.066455437793515,6.044638119775927,6.023168962690491,5.98828343090245,5.960528080295573,5.928533641005957,5.930506966907713,5.894580516998071,5.869889590613886,5.837669600684375,5.823394183013369,5.806948437885336,5.789450299680972,5.770790736558069,5.762444718878437,5.7505494720558925,5.7358056506182855,5.722067115371533
openhab,2.137581992244592,2.1311463776874673,2.151727330106147,2.1367279910895163,2.136699157703785,2.162266302301476,2.216767817639148,2.254205394938795,2.2635342097046527,2.2797262447222897,2.3053944994383273,2.2809117599164965,2.258518968170355,2.246315472778192,2.2400871121184895,2.2424446752002485,2.2135761852490488,2.230931797540677,2.254877874226991,2.2425375556010954,2.2376136753209814,2.2310489977233114,2.222690607847652,2.1946620071845526,2.1946408581873547,2.195259449037383,2.19523455562097
renovatebot,1.656707160023751,1.6824351119686614,1.7095224941383313,1.7118555456560405,1.738394386141969,1.744597215021449,1.767387390743396,1.7871726933479868,1.7895949877195378,1.8052415356502542,1.817107954140385,1.831512029855749,1.815454285618031,1.819077528777472,1.8431078921916595,1.849708113049953,1.864447056131935,1.8722465226159728,1.897590139124238,1.9141436362256339,1.917389305764826,1.9245051163732976,1.9500263113737892,1.9541134044798383,1.9614369215920142,1.9751480721673702,1.9932080661801646
PowerShell,1.7998759832808544,1.7925933353664387,1.787616927969099,1.7614094605972128,1.757848513422167,1.7493855982561526,1.729670442677624,1.7126312144286233,1.702381138815729,1.7034774623827769,1.703554795277717,1.6949364371391944,1.6752360743331227,1.6715182798512045,1.6569861346636037,1.6528673441618869,1.638512988774674,1.618483583753913,1.608557265508737,1.5814179346855632,1.5643000711245747,1.5580432993089786,1.552693059201956,1.5514975987743467,1.5521218435949973,1.5625056992589816,1.5548425297553479
vitejs,1.1295576587095244,1.1397904223215578,1.1467101115707863,1.1323541899458236,1.1558664194120725,1.161812562140437,1.283517060728297,1.363544330898747,1.4109531201154488,1.4600679220865425,1.5066459583687297,1.5464358049098568,1.5643752523398442,1.606853683379592,1.6679262298275594,1.6703829534992416,1.6838973053745834,1.695719902398968,1.7246678115002716,1.720408892941475,1.7682155932808639,1.7888252914664275,1.837759145207439,1.8737477869929675,1.8989880206321128,1.924713174505384,1.9489215835486833
opencv,3.1573572478755745,3.141997614373502,3.1314457908680184,3.1132805247733346,3.1117353689120533,3.1046281548424783,3.1001876961087254,3.101336025199487,3.0854977272474464,3.0796833896742264,3.0763024269871657,3.0555835321273315,3.0412204741056654,3.0322479583314643,3.0210436650482135,3.032548698726829,3.021020049146499,3.0245724497062243,3.001531927680578,2.9914388656295667,2.980427667817895,2.972625739599545,2.97179635079066,2.9574938740849555,2.9585193929198743,2.957860710640121,2.9631658431301426
void-linux,1.9032906532620195,1.9217893029736555,1.9248530760597218,1.9206181885107854,1.9449311937083418,1.9725910675486762,1.995213950140608,2.0069940873307512,2.0337435767220158,2.0454833107071533,2.071956338822985,2.0401571362643325,2.049347172415085,2.0586120621493427,2.0664169742681606,2.0747171847792236,2.095475973186849,2.102884485079989,2.1068130224069774,2.0666695264510504,2.077971531090121,2.0705551923682375,2.0573026783643145,2.0826574816525234,2.092506663432743,2.1262346246335464,2.130227160694303
sourcegraph,1.1778049409947413,1.1695292191207465,1.175986091508276,1.1525456965545795,1.158695017053644,1.161812562140437,1.162171831933667,1.1549278667216971,1.147193658743295,1.148021659453855,1.148604394151357,1.1316562343140835,1.1097991368679836,1.1062096917536783,1.107381013996002,1.11247056095712,1.0985674034840867,1.0903258731523384,1.0670236252265224,1.0518946131430886,1.0343967817291302,1.0389785535351181,1.0483617017009235,1.059976375461375,1.0666533870611106,1.0964566936792017,1.0888781339583158
cypress-io,1.4554132719087214,1.4688431456421176,1.473533786354999,1.4621819974332757,1.471046427082265,1.479469711539637,1.4726891853298552,1.4625670760953688,1.4557059840698636,1.467376089383198,1.4756363304240723,1.4806856472788554,1.4714859298524268,1.4718971138140602,1.4730567567569441,1.4778462350883124,1.458349852796586,1.450237839429762,1.4578372074106714,1.443968980151249,1.4339916155851604,1.4395213450276365,1.4325787563055408,1.4321257564610756,1.4378999071756384,1.4495068670582933,1.4634673216374237
kubevirt,1.3536066557952557,1.3405267352844379,1.324783917483637,1.2993608335846418,1.3030308135204827,1.298439493435785,1.2888237221308751,1.2830043191653788,1.276124595562183,1.280442937183588,1.2867416572509014,1.2715332284258545,1.2590098886120678,1.2639849456361938,1.2655386151022272,1.255948593241389,1.2407059042784907,1.2268108009361154,1.2214489349251167,1.2012061406713834,1.1972918741267786,1.2004331443054195,1.189956952715177,1.1864674765376013,1.1897889595079902,1.1951246652057974,1.19608225351298
tensorflow,4.876952575931261,4.880363584476029,4.886916651134402,4.868794760127723,4.852202134937044,4.846097668189517,4.846702573532269,4.830189334827336,4.822049930804102,4.81929170754924,4.813871087656812,4.813993238629157,4.7886820967994765,4.786420935350726,4.766907393508815,4.769954054187512,4.743238864003354,4.732980769884104,4.712763688560643,4.69054120763367,4.675252031029084,4.6631905068149235,4.656963446057077,4.641753872970694,4.632978304524668,4.631162023603329,4.616003811489694
rust-lang,4.645747402458105,4.663509847495927,4.678289047488249,4.683232921561762,4.6917883085357905,4.681233223653639,4.671021031869913,4.656924387886196,4.640274735157235,4.633231038050161,4.625924577786658,4.610984522876246,4.592756083031423,4.590203613877989,4.573329607273227,4.573326007301279,4.5375319134591034,4.542857629837709,4.520224948527629,4.508306234416088,4.506885009266989,4.507643444351169,4.504138553539583,4.505130705387834,4.511695503060241,4.516614622044964,4.531621849292975
DataDog,1.3363780654812811,1.3348510561596678,1.3359986707050617,1.3076650078615943,1.3003047989937617,1.3038064716280526,1.3073405046082156,1.3065583596668229,1.2967764983270154,1.3033527084274066,1.3092972484520713,1.2939530524778473,1.2713969031112358,1.2615296775021236,1.2534104022910648,1.2656521643334906,1.2503206280973642,1.2530692638492174,1.2356183327065382,1.2271112653452447,1.2253463732740726,1.2282455054545298,1.215368723943444,1.2117398359709879,1.2262122897049945,1.2356992545120993,1.2296865232625378
home-assistant,4.461284613271314,4.481179208273691,4.499241789720758,4.545596666491242,4.5566456679808205,4.560729965461654,4.580698702095578,4.582024463340941,4.605092246799259,4.607158787934716,4.616285777982989,4.6131102014007,4.595927211350395,4.616317476163603,4.618780876536942,4.618797305484324,4.636694565518409,4.656045842380406,4.6699192500109294,4.695376585500713,4.697354465726571,4.701366401638413,4.702518835356058,4.715330146861859,4.716433527162987,4.724118850307621,4.726967824576164
